gene_name,ctrl_raw_mean,ctrl_clean_mean,ambient_mean,ambient_fraction,is_jakstat,interpretation
HSPE1,0.12454333901405334,0.12444427815896425,9.906085508909479e-05,0.0007953926390067064,False,CLEAN
CHMP1B,0.0703558549284935,0.0702999428975265,5.591203096699804e-05,0.0007947033125220991,False,CLEAN
TM2D1,0.03835954889655113,0.03832910771748736,3.0441179063769863e-05,0.000793575001256253,False,CLEAN
FYN,0.12941110134124756,0.12930868862485598,0.00010241271639158112,0.000791375046886637,False,CLEAN
OSBPL8,0.09735498577356339,0.09727869491619479,7.629085736859942e-05,0.0007836358534943784,False,CLEAN
CCDC85B,0.06085332855582237,0.06080573805376326,4.7590502059109696e-05,0.0007820525711334536,False,CLEAN
PARP1,0.07274248450994492,0.07268600967203714,5.647483790777175e-05,0.0007763666348246718,False,CLEAN
MIR142,0.11361656337976456,0.11352878358426684,8.777979549771942e-05,0.0007725968193943212,False,CLEAN
CRBN,0.07548002153635025,0.07542192918504896,5.809235130128931e-05,0.0007696387748553139,False,CLEAN
KIAA1551,0.05692172050476074,0.05687848941399526,4.323109076548315e-05,0.0007594832057451153,False,CLEAN
NSMCE1,0.10639669001102448,0.10631617762100842,8.051239001605204e-05,0.0007567189355957371,False,CLEAN
TRAT1,0.14054974913597107,0.1404436846389954,0.00010606449697567188,0.0007546402439542076,False,CLEAN
HSP90B1,0.11303465068340302,0.11294937303343679,8.527764996622833e-05,0.0007544381253946736,False,CLEAN
JUN,0.14888523519039154,0.14877295157584605,0.00011228361454548863,0.0007541621867467417,False,CLEAN
FAM162A,0.06998129189014435,0.06992866437337963,5.262751676471389e-05,0.0007520226526730576,False,CLEAN
CCDC12,0.10175177454948425,0.10167538405001389,7.639049947036347e-05,0.0007507534862029654,False,CLEAN
